,source,Start time,nonprofit,non_org_type,role,person_org_years,org_size,org_years,continent,af_region,multi_country,regionality,org_opentext,collects_data,data_kinds,non_data_work,tech_person,merl_person,cloud_storage,data_use_policy,org_agreements,person_ai_comfort,ai_use,ai_want,ai_risk,ai_risk_reward,collab_feasibility,hubs_rural_urban,in_india,india_state,india_rural_urban,ai_opentext,org_label,ref,global_north_south,continent_int,role_int,global_north_south_int,org_size_int,hubs_rural_urban_int,af_region_int,india_rural_urban_int,collab_feasibility_raw,person_ai_comfort_raw,org_years_raw,person_org_years_raw,cluster3
446,The big one,2024-03-25 16:54:40,1,,Leader,0.11666666666666667,0-5,0.04666666666666667,North America,,0,1,We're a wildlife rehabilitation organization that also focuses on environmental education for the public. ,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,1,1,0,0.5,"['I am not currently using AI', '']","['Generate content (text or images)', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', ""We don't know yet!"", '']","['(Over) Dependency on commercial AI products', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.5,,,,,,"['Conservation', 'Education', 'Environmental Sustainability']",gt,N,0,0,0,0,,,,5.0,5.0,7.0,7.0,0
447,The big one,2024-03-25 17:13:23,1,,Fundraiser,0.016666666666666666,121+,0.2866666666666667,North America,,1,,Religious,0,,"I'm sure other departments take other data, but for us it is about numbers related to donations and ROI. ",1,0,1,1,0,0.7,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', ""We don't know yet!"", '']","['Plagiarism, violating copyrights, and/or losing intellectual property', '']",4,0.5,,,,,"I think AI is a great tool, but most of the fears around it appear to be ethical for our company. ",['Religious'],gt,N,0,1,0,3,,,,5.0,7.0,43.0,1.0,1
448,The big one,2024-03-25 17:16:19,1,,Leader,0.16666666666666666,0-5,0.06666666666666667,North America,,0,3,We save wild Mustangs from slaughter. We also work with battered women with horses and supplying brand new cosmetics.,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",We save wild mustangs from slaughter. We also work with battered women with the horses and supply brand new cosmetics from top shelf companies.,0,0,0,1,0,0.0,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['AI-related data breaches', '']",1,0.1,,,,,"We've been hacked many times so we are not ready to trust AI, aka the machines to run our Sanctuary. We have horses to feed and just these hacks have put us in aerials situations regarding buying feed and supplies.","[""Women's Empowerment""]",gt,N,0,0,0,0,,,,1.0,0.0,10.0,10.0,-1
449,The big one,2024-03-25 17:43:04,1,,Fundraiser,0.08333333333333333,6-15,0.04,North America,,1,,"Community enhancement, nutrition, education, health care, banking.",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,1,1,0,0.0,"['I am not currently using AI', '']","['Generate content (text or images)', 'Assist in automating simple repetitive tasks', ""We don't know yet!"", '']","['(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",-1,0.3,,,,,,"['Education', 'Health & Wellness', 'Community Development', 'Food Security']",gt,N,0,1,0,1,,,,3.0,0.0,6.0,5.0,0
450,The big one,2024-03-25 17:48:03,1,,Leader,0.06666666666666667,0-5,0.6666666666666666,North America,,0,1,Cemetery ,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,0,0,0,0.6,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', '']","['AI-related data breaches', 'Decisions based on biased AI models', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",3,0.6,,,,,Cause  not to think,['Other'],gt,N,0,0,0,0,,,,6.0,6.0,100.0,4.0,-1
451,The big one,2024-03-25 17:47:08,1,,Leader,0.4,0-5,0.16,North America,,0,1,"Wildlife rehabilitation
",1,,Each individual wildlife rehabilitator has to keep records of all wildlife they take in to rehab.,0,0,0,0,0,0.2,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '']",-1,0.2,,,,,,['Conservation'],gt,N,0,0,0,0,,,,2.0,2.0,24.0,24.0,-1
452,The big one,2024-03-25 17:59:06,1,,Leader,0.1,6-15,0.04666666666666667,Africa,East Africa,0,1,SDGs,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,1,1,1,0.8,"['Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', '']","['Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '(Over) Dependency on commercial AI products', '']",5,0.9,,,,,Will enhance workability of our organization ,['Other'],gt,S,2,0,1,1,,0,,9.0,8.0,7.0,6.0,-1
453,The big one,2024-03-25 18:43:20,1,,Governance,0.31666666666666665,0-5,0.21333333333333335,North America,,0,1,"arts, creative expression for youth",1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,1,0,0,0.4,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Translate or transcribe content', '']","['Decisions based on biased AI models', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.4,,,,,would like to see us have resources to be able to utilize. small staff and organization.,"['Arts & Culture', 'Youth & Family Services']",gt,N,0,2,0,0,,,,4.0,4.0,32.0,19.0,1
454,The big one,2024-03-25 18:53:35,1,,Leader,0.05,0-5,0.02,North America,,1,,Serving Parents experiencing domestic and International Parental Child Abduction ,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,1,1,1,1,0.7,"['Translating\xa0or transcribing content', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', '']","['Plagiarism, violating copyrights, and/or losing intellectual property', '']",3,0.5,,,,,Hope that we can utilize more AI in our near future endeavors. ,['Youth & Family Services'],gt,N,0,0,0,0,,,,5.0,7.0,3.0,3.0,1
455,The big one,2024-03-25 19:04:29,1,,Leader,1.0,6-15,0.06,North America,,0,2,We provide a professional network and support for Colorado communities to thrive in fire Adapted ecosystems.,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,0,0,0.5,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'AI-related data breaches', '']",-1,0.8,,,,,"I haven't used much besides Chat GPT and have only tried free softwares. The prospect of automating tasks and quality accurate notes taking is exciting,  it currently seems to take as much work to clean up. I find chat GPT to be very helpful for rephrasing and rearranging for tone or better clarity.",['Social Services'],gt,N,0,0,0,1,,,,8.0,5.0,9.0,60.0,1
456,The big one,2024-03-25 19:24:59,1,,Leader,0.21666666666666667,0-5,0.08666666666666667,North America,,1,,Education,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,1,1,0,1.0,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', '']","['AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",5,1.0,,,,,What does AI even mean to you?  Artificial intelligence - machines can easily mimic human activities and thoughts.,['Education'],gt,N,0,0,0,0,,,,10.0,10.0,13.0,13.0,1
457,The big one,2024-03-25 19:36:47,1,,Fundraiser,0.08333333333333333,16-30,0.09333333333333334,Asia,,0,1,"Maternal and infant health, women and girls empowerment, child safety, gender equality",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', '']",,0,0,1,0,0,0.5,"['I am not currently using AI', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', 'Other: something else', '']","['AI-related data breaches', 'Replacing workers with AI', '(Over) Dependency on commercial AI products', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.8,,,,,"AI has the potential to greatly aid small local NGOs like Mother’s Heart Organization in Cambodia.  It can automate repetitive tasks freeing up staff time to focus more on project implementation, as well as it can also help us analyze large amounts of datas, identify trends, predict outcomes and inform strategic decisions. However, there is a fear of data privacy breach, ethical considerations, and also the accessibility and inequality of access to AI tools. Local NGOs like us cannot afford the cost of AI tools and thus widening the inequality between bigger and well-funded international NGOs and small local NGOs like Mother's Heart.","['Health & Wellness', 'Human Rights & Justice', 'Economic Empowerment', ""Women's Empowerment""]",gt,S,1,1,1,2,,,,8.0,5.0,14.0,5.0,0
458,The big one,2024-03-25 19:45:32,1,,Leader,0.13333333333333333,0-5,0.3,North America,,0,2,Social Services/ Mental Health ,0,,"We provide educational programs, mental health counseling, transportation for the poor and food pantry assistance. ",0,1,1,0,0,1.0,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', '']",,1,1.0,,,,,My concern is with truth. A friend has used AI to write books and that I find to a problem because it is the AI truth and may not be the author’s truth. ,"['Health & Wellness', 'Social Services', 'Mental Health']",gt,N,0,0,0,0,,,,10.0,10.0,45.0,8.0,-1
459,The big one,2024-03-25 20:17:31,1,,Admin,0.4666666666666667,31-60,0.19333333333333333,North America,,0,3,Vocational counseling of college students from a religious lens.,0,,"We work with college students at public universities to help them understand their natural and nurtured skills, their heart passion, and their experiences and how the combination can be made into a career that can provide for themselves and order and steward the world. ",0,1,1,1,0,0.9,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Environmental impact of using AI', '']",5,0.8,,,,,,['Religious'],gt,N,0,3,0,5,,,,8.0,9.0,29.0,28.0,1
460,The big one,2024-03-25 20:19:38,1,,Fundraiser,0.3333333333333333,6-15,0.16,Asia,,0,1,SDCs,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,1,1,1,1,0,0.2,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['Replacing workers with AI', '']",1,1.0,,,,,,['Other'],gt,S,1,1,1,1,,,,10.0,2.0,24.0,20.0,0
461,The big one,2024-03-25 20:17:15,1,,Leader,0.0,0-5,0.006666666666666667,North America,,0,3,"We do advocacy for the families of the missing, we also when possible pair them free of charge with licensed private investigators in their areas.",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,1,0,0,0,0.5,"['I am not currently using AI', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', 'Other: something else', ""We don't know yet!"", '']","['Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '']",5,0.8,,,,,I believe AI can help organizations like our locate the missing. I believe organizations like ours has way more time to spend on cases of missing and we can also ask AI to do many tasks for us as we have zero budget yet and very few employees yet. AI has a huge potential for us. We always planned on using it we just have not started that yet.,"['Community Development', 'Human Rights & Justice']",gt,N,0,0,0,0,,,,8.0,5.0,1.0,0.0,0
462,The big one,2024-03-25 20:25:56,1,,Tech,0.05,16-30,0.5933333333333334,North America,,0,1,Bridging the gap between underserved communities and technology training. Developing access to broadband and solar resources.,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,1,1,0,0.8,"['Generating\xa0content (text or images)', 'Translating\xa0or transcribing content', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",3,1.0,,,,,Hopefully as a society we do not become dependent on AI to the point of eliminating Subject Matter Experts with lived experiences. We see AI as a tool to add value to SME.,"['Education', 'Technology & Innovation']",gt,N,0,6,0,2,,,,10.0,8.0,89.0,3.0,1
463,The big one,2024-03-25 22:21:12,1,,Leader,0.05,0-5,0.03333333333333333,North America,,0,1,,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,0,1,0,0.4,"['I am not currently using AI', '']","[""We don't know yet!"", '']",,-1,,,,,,,['No Answer'],gt,N,0,0,0,0,,,,,4.0,5.0,3.0,-1
464,The big one,2024-03-25 22:41:52,1,,MERL,0.3333333333333333,16-30,1.0,Asia,,0,3,"Health , Livelihood, Water and Envirernment  ",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', '']",,1,1,1,1,1,0.6,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', 'Interpreting\xa0our information: scoring, classifying, codifying, or summarizing our information', 'Translating\xa0or transcribing content', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Translate or transcribe content', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Assist in automating simple repetitive tasks', '']","['Decisions based on biased AI models', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '']",3,0.7,,,,,No Comments,['Health & Wellness'],gt,S,1,9,1,2,,,,7.0,6.0,150.0,20.0,1
465,The big one,2024-03-25 23:27:04,1,,Programs,0.16666666666666666,0-5,0.12666666666666668,Africa,Southern Africa,0,1,Our aim is to eradicate poverty and make the vulnerable to be self sustainable ,1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,0,0,0,0.6,"['I am not currently using AI', '']","[""We don't know yet!"", '']",,-1,0.8,,,,,I would like to be taught about Al so that l have a better understanding then l will be able to know the way forward ,['Social Services'],gt,S,2,5,1,0,,2,,8.0,6.0,19.0,10.0,0
466,The big one,2024-03-25 23:43:50,1,,Leader,0.2833333333333333,61-120,0.12,Asia,,0,3,We work on all SDGs,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,1,1,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Interpreting\xa0our information: scoring, classifying, codifying, or summarizing our information', 'Predicting outcomes, patterns, or other things from our data', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",2,1.0,,,,,,['Other'],gt,S,1,0,1,4,,,,10.0,10.0,18.0,17.0,1
467,The big one,2024-03-26 00:20:02,1,,Leader,0.05,121+,0.7,North America,,0,1,Forsters multiculturalism.,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,1,1,0,0.8,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['Plagiarism, violating copyrights, and/or losing intellectual property', 'Environmental impact of using AI', '']",4,0.7,,,,,,['Arts & Culture'],gt,N,0,0,0,3,,,,7.0,8.0,105.0,3.0,0
468,The big one,2024-03-26 00:35:06,1,,Leader,0.08333333333333333,6-15,0.03333333333333333,Africa,West Africa,0,2,"Beellahy Foundation work on the mandate of SDG 1,2, 4,5 &17",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,1,0,0,1.0,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', '']","['AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",4,1.0,,,,,,['Other'],gt,S,2,0,1,1,,1,,10.0,10.0,5.0,5.0,1
469,The big one,2024-03-26 01:15:40,1,,Fundraiser,0.06666666666666667,6-15,0.12,North America,,0,1,arts education for children and youth ,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,0,0,0.3,"['I am not currently using AI', '']","[""We don't know yet!"", 'Generate content (text or images)', 'Predicting outcomes, patterns, or other things from our data', 'Interpret our information: score, classify, codify, or summarize our information', '']","['Replacing workers with AI', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', 'Decisions based on biased AI models', '']",-1,0.3,,,,,,"['Arts & Culture', 'Education', 'Youth & Family Services']",gt,N,0,1,0,1,,,,3.0,3.0,18.0,4.0,0
470,The big one,2024-03-26 01:52:56,1,,Fundraiser,0.03333333333333333,0-5,0.013333333333333334,Africa,East Africa,0,1,Giving to the deaf community ,1,"['We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', '']",,0,1,1,1,0,0.5,"['I am not currently using AI', '']","['Generate content (text or images)', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Predicting outcomes, patterns, or other things from our data', '']","['AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '(Over) Dependency on commercial AI products', '']",-1,0.5,,,,,The world is changing and we hv to move with the times,['Community Development'],gt,S,2,1,1,0,,0,,5.0,5.0,2.0,2.0,-1
471,The big one,2024-03-26 02:44:00,1,,Other,0.13333333333333333,31-60,0.06666666666666667,Europe,,1,,Our organization aims to educate by teaching values and promoting their application to all areas of life. We also evaluate needs of physical and human resources and create on-the-ground responses to them. We mainly operate in Portugal but interact and support other associations in other continents in response to their requests or human crisis. ,0,,"Despite having data about our interventions and work, it is a random unstructured process which cannot be considered as adequate data gathering. People responsible for carrying out initiatives take photos of their work as do those involved, which they share in our social media and among themselves. Very little has been done to create a global data bank of our work.",0,0,1,1,0,0.1,"['I am not currently using AI', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",2,0.5,,,,,I believe it could significantly contribute to improving our organisation of data as well as in creating an adequate media presence that is currently existent. ,"['Education', 'Social Services']",gt,N,3,8,0,5,,,,5.0,1.0,10.0,8.0,0
472,The big one,2024-03-26 03:17:04,1,,Leader,0.13333333333333333,0-5,0.05333333333333334,,,,,,0,,Health and wellness ,0,0,0,0,0,0.7,"['Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.5,,,,,Fear of misinformation ,['No Answer'],gt,,,0,,0,,,,5.0,7.0,8.0,8.0,1
473,The big one,2024-03-26 04:57:11,1,,Leader,0.13333333333333333,0-5,0.05333333333333334,North America,,0,3,"Healing art for those with PTSD,  anxiety, depression, trauma, cancer and dementia.  ",1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,1,0,0.2,"['Generating\xa0content (text or images)', 'I am not currently using AI', '']","['Generate content (text or images)', ""We don't know yet!"", 'Other: something else', 'Assist in automating simple repetitive tasks', 'Organize our information: restructure, clean, or assign tags so it can be searched', '']","['AI-related data breaches', 'Decisions based on biased AI models', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",1,0.1,,,,,,"['Arts & Culture', 'Mental Health']",gt,N,0,0,0,0,,,,1.0,2.0,8.0,8.0,0
474,The big one,2024-03-26 06:23:46,1,,Leader,0.5,0-5,0.2,South America,,1,,Food relief and equality,0,,We oversee and support an international network projects and also provide training and education to the public and our volunteers,0,0,1,1,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', 'Interpreting\xa0our information: scoring, classifying, codifying, or summarizing our information', 'Translating\xa0or transcribing content', 'Assisting\xa0in automating simple repetitive tasks (for example, using virtual office assistants)', '']","['Predicting outcomes, patterns, or other things from our data', 'Assist in automating simple repetitive tasks', '']","['Plagiarism, violating copyrights, and/or losing intellectual property', 'Replacing workers with AI', 'AI-related data breaches', '']",4,0.8,,,,,We are not afraid,"['Human Rights & Justice', 'Food Security', 'Emergency Relief']",gt,S,4,0,1,0,,,,8.0,10.0,30.0,30.0,1
475,The big one,2024-03-26 06:48:47,1,,Leader,0.08333333333333333,16-30,0.5933333333333334,North America,,0,1,Human and social services ,1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,1,1,0,0.5,"['I am not currently using AI', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'Replacing workers with AI', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",5,0.5,,,,,It will replace people.,['Social Services'],gt,N,0,0,0,2,,,,5.0,5.0,89.0,5.0,0
476,The big one,2024-03-26 07:08:44,1,,Admin,0.03333333333333333,0-5,0.3466666666666667,North America,,0,1,"We operate a Food Pantry, Soup Kitchen, and Service Center for emergency support assistance for Pettis County, Missouri.",1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', 'Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,0,1,0,0.7,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '']",-1,0.6,,,,,"I'm just now learning about it.  I have enjoyed the results so far.  I don't think I'm as fearful as some are because my background is in computers.  Mostly I've used it to rewrite segments of text about our nonprofit, and the results have been well put together.  I have, every time, still changed some of the AI-generated text because it was not how I would ""talk or say things"", thus keeping the human element as part of the end result.  Thank you.","['Social Services', 'Food Security', 'Emergency Relief']",gt,N,0,3,0,0,,,,6.0,7.0,52.0,2.0,1
477,The big one,2024-03-26 07:57:23,1,,Leader,0.23333333333333334,0-5,0.17333333333333334,North America,,0,1,"Housing, food and services for homeless families",1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,1,0,,"['I am not currently using AI', '']","['Generate content (text or images)', 'Predicting outcomes, patterns, or other things from our data', 'Assist in automating simple repetitive tasks', '']","['Replacing workers with AI', 'Decisions based on biased AI models', '']",3,0.8,,,,,AI can help with grant writing and developing procedures,"['Homelessness', 'Social Services', 'Food Security']",gt,N,0,0,0,0,,,,8.0,,26.0,14.0,0
